COMPLAINT ID,COMPLAINT TYPE,ADDRESS,Neighborhood,STREET NUMBER FROM,STREET NUMBER TO,DIRECTION,STREET NAME,STREET TYPE,INSPECTOR,COMPLAINT DATE,COMPLAINT DETAIL,INSPECTION LOG,DATA SOURCE,Modified Date,LATITUDE,LONGITUDE,LOCATION
DOECOMP1934,Air Pollution Work Order,"11321 S CALUMET AVE, CHICAGO, IL",Roseland,11321,,S,CALUMET,AVE,81,12/20/2010,VACANT LOT                          SMOKE AND OPEN BURNING. INVESTIGATION FOUND NO SIGNS OF OPEN BURNING AT THIS LOCATION.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012,,,
DOECOMP23817,Air Pollution Work Order,"4818 S CAMPBELL AVE, CHICAGO, IL",Brighton Park,4818,,S,CAMPBELL,AVE,69,05/19/2010,LEXINGTON HOMES LLC                 CONTRACTOR HAULING CRUSHED STONE FROM 4818 S CAMPBELL TO ANOTHER SITE AT 37TH & SANGAMON. HAULER IS GAYLOR EXCAVATION. RESPONDENT CAUSED AND ALLOWED THE TRANSPORTING OF REPROCESSED DEMOLITION MATERIAL FROM A CONSTRUCTION SITE TO AN UNPERMITTED FACILITY.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012,,,
DOECOMP6629,Air Pollution Work Order,"1716 N CAMPBELL AVE, CHICAGO, IL",Logan Square,1716,,N,CAMPBELL,AVE,135,09/17/2010,MO2 PROPERTIES LLC                  ENCLOSED PORCH IS BEING DEMOLISH CAUSING DUAT ALL OVER THE AREA. RESPONDENT FAILED TO HAVE MESHING ATTACH TO THE FENCE AT THE ABOVE LOCATION. RESPONDENT CAUSED OR ALLOWED A NUISANCE IN RELATION TO WORK.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012,,,
DOECOMP1917,Air Pollution Work Order,"1157 S CANAL ST, CHICAGO, IL",University Village,1157,,S,CANAL,ST,81,11/22/2010,WHITE PALACE RESTAURANT             SMOKE AND STRONG FOOD ODORS COMING FROM FACILITY. THIS INVESTIGATION FOUND THE ESTABLISHMENT OPEN FOR BUSINESS HOWEVER NO ODOR OR VISIBLE SMOKE EMISSIONS WERE DETECTED.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012,,,
DOECOMP36211,Air Pollution Work Order,"1750 W CARROLL AVE, CHICAGO, IL",Near West Side,1750,,W,CARROLL,AVE,137,11/12/2010,PLANET RECOVERY SYSTEMS             ODORS FROM TRANSFER STATION IN NEIGHBORHOOD. MINIMAL ODORS DETECTED MINIMAL DEBRIS OBSERVED. I INFORMED SITE MANAGER OF COMPLAINT AND NEED TO CONTROL ODORS EMISSION FROM THE SITE. NO EXCESSIVE ODOORS FROM TRANSFER STATION DETATED.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012,,,
DOECOMP16132,Air Pollution Work Order,"33 E CEDAR ST, CHICAGO, IL",Gold Coast,33,,E,CEDAR,ST,120,06/18/2010,CONSTRUCTION SITE                   DUST IS BEING EMITTED INTO AIR DUE TO CONSTRUCTION THAT BEEN TAKING PLACE FOR 3 DAYS. FOUND DUST INSIDE AND NONE OUTSIDE ALSO WORK WAS COMPLETED.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012,,,
DOECOMP22022,Air Pollution Work Order,"4354 N CENTRAL AVE, CHICAGO, IL",Dunning,4354,,N,CENTRAL,AVE,32,03/26/2010,"FASHION NAIL SALON                  ODOR MIGRATING BY THE VENTILATION SYSTEM FROM THE UNIT ENTER THE UNIT B. DOE ENGINEER CHECKED THE AIR QUALITY IN THE CURRENCY EXCHANGE LOCATED NEXT DOOR TO THE FASHION NAIL, UNIT #B . PID READING WAS MAX: 10.4 PPM. IN THE FASHION NAIL, PID READING WAS 40 PPM BEFORE AND 20 PPM AFTER VENTILATION WAS TURNED ON. FASHION NAIL MUST RUN THE VENTILATION SYSTEM DURING OPENED HOURS. BEAUTY SALON USES ACTHON AND ALCOHOL DURING OPERATION. QUANTITIES ARE INQRGUAL BUT ENOUGH TO DISTURBS THE AIR QUALITY IN THE UNIT B.",MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012,,,
DOECOMP29002,Air Pollution Work Order,"641 S CENTRAL AVE, CHICAGO, IL",Austin,641,,S,CENTRAL,AVE,81,06/30/2010,LORETTO HOSPITAL                    SMOKE AND ODORS COMING FROM FACILITY. FOUND NO SMOKE OR ODORS AT FACILITY OR IN IMMEDIATE SUROUNDING AREAS.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012,,,
DOECOMP2401,Air Pollution Work Order,"11300 S CENTRAL PARK AVE, CHICAGO, IL",Mount Greenwood,11300,,S,CENTRAL PARK,AVE,122,02/02/2010,CALLER STATES THAT VERY STRONG CHLORINE ODORS IN THE AREA. NO EVIDENCE OF ODORS WAS DETECTED AT THE TIME OF INSPECTION.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012,,,
DOECOMP21738,Air Pollution Work Order,"4418 N CENTRAL PARK AVE, CHICAGO, IL",Lincoln Square,4418,,N,CENTRAL PARK,AVE,22,03/31/2010,ALLIED WATER PROOFING               THE AT&T GARAGE IS DOING INSTALLATION CREATING LOTS OF DUST. SPOKE WITH THE CONTRACTORE HE WILL APPLIED MORE WATER.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012,,,
DOECOMP13296,Air Pollution Work Order,"2747 S CENTRAL PARK AVE, CHICAGO, IL",South Lawndale,2747,,S,CENTRAL PARK,AVE,120,10/18/2010,RESIDENTIAL BLDG.                   GRINDING MORTAR CREATING DUST ALL OVER THE AREA. NO WORK ACTIVITY BEING DONE AT THE TIME OF INSPECTION.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012,,,
DOECOMP36347,Air Pollution Work Order,"1900 S CENTRAL PARK AVE, CHICAGO, IL",South Lawndale,1900,,S,CENTRAL PARK,AVE,81,11/22/2010,SMOKE/FUMES COMING FROM CHIMNEY/EXHAUST OF FACILITY. UNKNOWN OGDEN/CENTRAL PARK EVERY NIGHT FROM 7:30 PM - 8:30 PM. THIS INVESTIGATION FOUND 1900 S CENTRAL PARK NOT TO BE A VALID ADDRESS. THE LAST ADDRESS ON THAT BLOCK OF CENTRAL PARK IS A BORADED UP TWO FLAT APT BLDG (1863 SEE PHOTO). THE ONLY OTHER STRUCTURES AT THE INTERSECTION OF OGDEN AND CENTRAL IS THE CTA STATION ON THE SOUTH WEST CORNER AND A BLUE BLDG ON THE NORTH WEST CORNER. NO SMOKE OR FUMES WERE DETECTED EMANATING FROM EITHER.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012,,,
DOECOMP10026,Air Pollution Work Order,"222 E CHESTNUT ST, CHICAGO, IL",Cook County - the neighborhood wasn't specified in this one,222,,E,CHESTNUT,ST,22,01/22/2010,CALLER STATES THAT ON THE CORNER OF CHESTNUT VERY STRONG ODORS BY THE SENECA HOTEL.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012,,,
DOECOMP473,Air Pollution Work Order,"101 W CHICAGO AVE, CHICAGO, IL",River North/Near North Side,101,,W,CHICAGO,AVE,81,03/29/2010,"CONSTRUCTION SITE                   CONSTRUCTION DUST.  INITIAL COMPLAINT OF NOISE AND DUST, HOWEVER THIS INVESTIGATION DETERMINED NOISE COMPLAINT WAS BASED ON DISTRUBANCE AT 1:00 PM IN THE AFTERNOON, WHICH IS NOT A VIOLATION. TODAY'S ASSESSMENT FOUND A CONSTRUCTION CHUTE IN PLACE AND NO EXCESSIVE DUST OUTSIDE THE SITE AREA. NO ACTIVITY OR WORKERS ON SITE.",MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012,,,
DOECOMP22223,Air Pollution Work Order,"4600 W CHICAGO AVE, CHICAGO, IL",Humboldt Park,4600,,W,CHICAGO,AVE,137,05/25/2010,DANIEL TINA                         CALLER STATES THAT WORKERS SANDBLASTING CAUSING DUST ALL OVER THE AREA. UPON ARRIVAL OBSERVED WORKER SANDBLASTING BRICK BUILDING. EXCESSIVE SANDBLASTING DEBRIS WAS ON THE SIDE WALK AND KILPATIRCK. NO DUST CONTROL OR MINIMIZATION EQUIPMENT WAS IN USE. SAND DEBRIS WAS OBSERVED ON THE SIDE WALK FOR 1/2 BLOCK APPRX 1000 YDS OBSERVED. INTERVIEWED MR. DELGADO STATED THAT THE BLDG OWNER HIRED HIM TO SANDBLAST BLDG DANIEL TINA OBSERVED EQUIPMENT AND SAND. INTERVIEWED ALSO MR. TINE VIA PHONE AND ARRIVED TO THE SITE AT 11:05 AM. NOTICE OF VIOLATION ISSUED.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012,,,
DOECOMP12823,Air Pollution Work Order,"2549 W CHICAGO AVE, CHICAGO, IL",West Park/West Town,2549,,W,CHICAGO,AVE,135,09/16/2010,RESIDENTIAL BLDG.                   DUST AND SMOKE COMING FROM PROPERTY AFFECTING RESIDENTS BREATHING DO NOT KNOW WHAT TYPE OF WORK IS GOING ON AT LOCATION. OBSERVED NO ACTIVITY OR DUST/SMOKE AT THE TIME OF INSPECTION.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012,,,
DOECOMP30624,Air Pollution Work Order,"7101 S CICERO AVE, CHICAGO, IL",Chicago Lawn,7101,,S,CICERO,AVE,81,09/01/2010,TOOTSIE ROLL CO.                    CALLER STATES HEAVY SMOKE COMING FROM THIS FACTORY. INVESTIGATION DETECTED ONLY DISSIPATING STEAM. NO HEAVY SMOKE AS REPORTED. I DID INTERVIEW FACILITY ENGINEER STAN SADELSKI WHO REPORTED NO ISSUES WITH PROCESSING EQUIPMENT.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012,,,
DOECOMP29409,Air Pollution Work Order,"6544 S CLAREMONT AVE, CHICAGO, IL",West Englewood,6544,,S,CLAREMONT,AVE,81,07/01/2010,GARAGE                              SPRAY PAINTING IN GARAGE. FOUND NO SPRAY PAINTING AND NO ANSWER AT DOOR.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012,,,
DOECOMP38129,Air Pollution Work Order,"4550 N CLARENDON AVE, CHICAGO, IL",Uptown,4550,,N,CLARENDON,AVE,135,10/06/2010,MERTES CONTRACTION CO.              POWE WASHING BLDG CAUSING PARTICULAR ALL OVER THE AREA. RESPONDENT CAUSED OR ALLOWED MATERIAL TO BECOME WINDBOURNE AT THIS ABOVE LOCATION. RESPONDENT CAUSED OR ALLOWED A NUISANCE IN RELATION TO WORK.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012,,,
DOECOMP22214,Air Pollution Work Order,"4550 N CLARENDON AVE, CHICAGO, IL",Uptown,4550,,N,CLARENDON,AVE,120,10/07/2010,"SHAMROCK DECORATING                 CALLER STATES THAT WORKERS ARE POWER WASHING BLDG CAUSING PARTICULATE EMISSION ALL OVER THE AREA. FOUND MULTIPLE VIOLATIONS WITH PAINT, WATER, DIRT ON SIDEWALK, STREET & CARS. RESPONDENT CAUSED AND ALLOWED A NUISANCE IN CONNECTION WITH A BUSINESS.",MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012,,,
DOECOMP22215,Air Pollution Work Order,"4550 N CLARENDON AVE, CHICAGO, IL",Uptown,4550,,N,CLARENDON,AVE,120,12/13/2010,RESIDENTIAL BLDG.                   WORKERS ARE SPRAYING SOME TYPE OF ACID ON BLDG CAUSING EMISSIONS.  NO ONE ON SITE AT THE TIME OF INSPECTION.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012,,,
DOECOMP23573,Air Pollution Work Order,"4876 N CLARK ST, CHICAGO, IL",Uptown,4876,,N,CLARK,ST,14,04/14/2010,AL-MEDINA AUTO REPAIR & BODY SHOP   SPRAY BOOTH IS VENTING TOWARDS REISDENTS AND CAUSING ODORS STACK IS NOT VENTING STRAIGHT UP.  I DIDN'T DETECT ANY ODORS AT THIS TIME.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012,,,
DOECOMP28586,Air Pollution Work Order,"6170 N CLARK ST, CHICAGO, IL",Edgewater,6170,,N,CLARK,ST,9,06/08/2010,CHICAGO AUTO REPAIR                 PAINT FUMES COMING FROM FACILITY FROM 8 AM - 6 PM ON MON THUR FRI. OBSERVED THREE FACILITY'S AT THIS TIME OBSERVED NO PAINT FUMES.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012,,,
DOECOMP15097,Air Pollution Work Order,"3040 N CLARK ST, CHICAGO, IL",Lakeview,3040,,N,CLARK,ST,81,06/15/2010,CLARK STREET DOG                    STRONG FOOD ODORS. INVESTIGATION DETECTED NO FOOD ODOR OR VISIBLE EMISSIONS.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012,,,
DOECOMP39218,Air Pollution Work Order,"6249 N CLARK ST, CHICAGO, IL",Edgewater,6249,,N,CLARK,ST,14,07/27/2010,"SPRING AUTO SERVICE & HAND CAR      STORAGE OF JUNK VEHICLES IN THE REAR LOT 4, NUMEROUS USED TIRES, AND SEVERAL EMPTY 55 GAL TANKS IN THE LOT. SPOKE WITH MANAGER HE SHOW MAT A BUSINESS LICENSE. IN THE REAR WAS 6 STEEL DRUMS.  HE WILL REMOVED THE DRUMS AND CLEAN UP THE SHOP.",MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012,,,
DOECOMP14145,Air Pollution Work Order,"2956 N CLARK ST, CHICAGO, IL",Lakeview,2956,,N,CLARK,ST,81,12/13/2010,RESALE SHOP                         SMOKE AND ODORS COMING FROM FACILITY. FACILITY IS A RESALE SHOP THAT WAS CLOSED. NO SMOKE ODOR OR VISIBLE EMISSIONS WERE DETECTED AT ITS PERIMETER OR IN THE IMMEDIATE AND SURROUNDING AREAS.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012,,,
DOECOMP7535,Air Pollution Work Order,"1909 N CLIFTON AVE, CHICAGO, IL",Depaul,1909,,N,CLIFTON,AVE,120,04/15/2010,GENERAL IRON                        CALLER STATES THAT VERY STRONG METAL ODORS IN THE AREA COMING FROM FACILITY. I DETECTED THE USUAL ODORS COMING FROM THE OPERATION. OBSERVED NO DUST COMING FROM THE PILES NEAR THE SHREDDER.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012,,,
DOECOMP16470,Air Pollution Work Order,"3256 N CLIFTON AVE, CHICAGO, IL",Lakeview,3256,,N,CLIFTON,AVE,137,05/28/2010,RESIDENTIAL BLDG.                   NEIGHBOR THROWING TRASH ON REAR YARD ATTRACTING RATS. NO TRASH OBSERVED. CANVASSED ALLEY WAY FOR DEBRIS. WILL CONTACT COMPLAINANT REGARDING PLACEMENT OF TRASH. (FOLLOW UP PENDING).,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012,,,
DOECOMP36257,Air Pollution Work Order,"1909 N CLIFTON AVE, CHICAGO, IL",Depaul,1909,,N,CLIFTON,AVE,120,06/18/2010,GENERAL IRON YARD #1                SMOKY FUMES COMING FROM FACILITY COMPLAINANT WORRIED ABOUT HER HEALTH. RESPONDENT CAUSED AND ALLOWED A NUISANCE IN CONNECTION WITH A BUSINESS. RESPONDENT VIOLATED CONDITION #22 OF DOE PERMIT.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012,,,
DOECOMP7536,Air Pollution Work Order,"1909 N CLIFTON AVE, CHICAGO, IL",Depaul,1909,,N,CLIFTON,AVE,135,06/30/2010,GENERAL IRON YARD #1                VERY STRONG ODORS AND DUST COMING FROM ABOVE FACILITY. OBSERVED NO ODORS AT THE TIME OF INSPECTION.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012,,,
DOECOMP7537,Air Pollution Work Order,"1909 N CLIFTON AVE, CHICAGO, IL",Depaul,1909,,N,CLIFTON,AVE,22,09/08/2010,GENERAL IRON                        CALLER STATES THAT VERY STRONG SMOKE AND ODORS COMING FROM FACILITY. NO EVIDENCE OF SMOKE OR ODORS AT THE TIME OF INSPECTION.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012,,,
DOECOMP10331,Air Pollution Work Order,"2225 N CLIFTON AVE, CHICAGO, IL",Depaul,2225,,N,CLIFTON,AVE,120,09/27/2010,RESIDENTIAL BLDG.                   SMOKE FROM CHIMNEY DRIFTS INTO THE CONDO'S AND HALLWAYS AT COMPLAINANT HOME CAUSING A POLLUTION AND HEALTH HAZARD. OBSERVED NO SMOKE AT THE TIME OF INSPECTION.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012,,,
DOECOMP7538,Air Pollution Work Order,"1909 N CLIFTON AVE, CHICAGO, IL",Depaul,1909,,N,CLIFTON,AVE,120,10/28/2010,GENERAL IRON                        CALLER STATES THAT FACILITY IS EMITTING A 'FIRM' INTO THE ENVIRONMENT AND THERE IS A HORRIBLE SMELL.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012,,,
DOECOMP30656,Air Pollution Work Order,"7034 S CLYDE AVE, CHICAGO, IL",South Shore,7034,,S,CLYDE,AVE,85,06/14/2010,CALLER SAYS REHAB TAKING PLACE INSIDE OF BLDG. DUST AND LOUD NOISE. OBSERVED NO WORK BEING DONE AT THE TIME OF INSPECTION.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012,,,
DOECOMP11663,Air Pollution Work Order,"2335 N COMMONWEALTH AVE, CHICAGO, IL",Depaul,2335,2341,N,COMMONWEALTH,AVE,22,09/29/2010,EUGENE MATTHEWS                     TUCKPOINTING CAUSING LOTS OF DUST WITH NO PROTECTION. RESPONDENT CAUSED AND ALLOWED THE GRINDING OF BRICK WITHOUT A PERMIT AT THE ABOVE ADDRESS. RESPONDENT CAUSED AND ALLOWED THE DUST FROM GRINDING WORK TO BLOW INTO ALLEY.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012,,,
DOECOMP36931,Air Pollution Work Order,"2341 N COMMONWEALTH AVE, CHICAGO, IL",Depaul,2341,,N,COMMONWEALTH,AVE,137,11/04/2010,WOLIN LEVIN                         CALLER STATES THAT WORKERS ARE TUCKPOINTING BLDG CAUSING DUST ALL OVER THE AREA ALSO NO PROTECTION UP. MINIMAL DUST AND DEBRIS OBSERVED. OBSERVED WORKERS TUCKPOINTING WALL ON SCAFFOLDING. NO GRINDING OR CUTTING OF BRICKS OBSERVED. I INFORMED BUILDING ENGINEER OF ORDINANCE AND NEED FOR SAFETY PRECAUTIONS. ENGINEER STATED THAT ALL GRINDING AND CUTTING WORK WAS COMPLETED AT THIS TIME.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012,,,
DOECOMP28844,Air Pollution Work Order,"639 W CORNELIA AVE, CHICAGO, IL",Lakeview,639,,W,CORNELIA,AVE,120,10/15/2010,639 W CORNELIA                      CALLER STATES THAT SANDBLASTING PAINT LEAD OFF OF BLDG CAUSING DUST ALL OVER THE AREA. RESPONDENT CAUSED AND ALLOWED A NUISANCE IN CONNECTION WITH A BUSINESS. RESPONDENT CAUSED AND ALLOWED CONDITIONS DETRIMENTAL TO HEALTH.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012,,,
DOECOMP25192,Air Pollution Work Order,"5220 S CORNELL AVE, CHICAGO, IL",Kenwood,5220,,S,CORNELL,AVE,69,04/16/2010,A K CONSTRUCTION                    CALLER STATES THAT WORKERS ARE SANDBLASTING CAUSING DUST ALL OVER THE AREA. RESPONDENT CAUSED AND ALLOWED MORTAR GRINDING ON A MASONRY STRUCTURE WITHOUT THE REQUIRED PERMIT. RESPONDENT CAUSED AND ALLOWED A NUISANCE IN CONNECTION WITH CAUSING FALLING CONCRETE AND BRICK DEBRIS ON A PUBLIC WALK WAY OVER A BLDG ENTRANCE.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012,,,
DOECOMP40284,Air Pollution Work Order,"7814 S CORNELL AVE, CHICAGO, IL",South Shore,7814,,S,CORNELL,AVE,85,09/16/2010,RESIDENTIAL BLDG.                   DOING INTERIOR WORK CAUSING DUST ALL OVER THE AREA. OBSERVED NO WORKERS ON SITE NO ACTIVITY AT THE TIME OF INSPECTION.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012,,,
DOECOMP35350,Air Pollution Work Order,"1509 W CORTLAND ST, CHICAGO, IL",Goose Island/Near North Side,1509,,W,CORTLAND,ST,22,09/30/2010,SIM'S                               CONSISTANTLY LARGE AMOUNTS OF DUST COMING FROM THIS SCRAP YARD NEED TO BE WATER DOWN. OBSERVED NO EVIDENCE OF DUST AT THIS TIME. NO PERMIT ON SITE.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012,,,
DOECOMP5034,Air Pollution Work Order,"1509 W CORTLAND ST, CHICAGO, IL",Goose Island/Near North Side,1509,,W,CORTLAND,ST,35,10/12/2010,SIM'S                               THERE IS LOTS OF DUST COMING FROM THE SCRAP YARD. OBSERVED WORKERS WETTING DOWN THE ACCESS ROADS. NO DUST OBSERVED AT THIS TIME.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012,,,
DOECOMP33486,Air Pollution Work Order,"8560 S COTTAGE GROVE AVE, CHICAGO, IL",Chatham,8560,,S,COTTAGE GROVE,AVE,81,02/10/2010,TARGET                              SMOKE POSSIBLE BURNING TRASH. ARRIVAL TO SITE DETECTED NO SIGNS OF OPEN BURNING. FACILITY WAS ABLE TO PRODUCE PROPER DOCUMENTATION FOR LICENSED COMMERCIAL WASTE HAULER ADDITIONAL CANVASSING OF MALL AREA ALSO FOUND NO BURNING.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012,,,
DOECOMP32329,Air Pollution Work Order,"8206 S COTTAGE GROVE AVE, CHICAGO, IL",Chatham,8206,,S,COTTAGE GROVE,AVE,81,05/19/2010,CURT'S BBQ                          HEAVY SMOKE. INVESTIGATION DETECTED NO DENSE SMOKE.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012,,,
DOECOMP32047,Air Pollution Work Order,"7613 S COTTAGE GROVE AVE, CHICAGO, IL",Chatham,7613,,S,COTTAGE GROVE,AVE,81,08/19/2010,BARBARA ANN BBQ                     HEAVY SMOKE AND STRONG ODORS COMING FROM FACILITY. THIS MONITORING PERIOD FOUND NO VISIBLE SMOKE EMISSIONS OR STRONG ODOR AT THE TIME OS INSPECTION.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012,,,
DOECOMP38744,Air Pollution Work Order,"5800 S COTTAGE GROVE AVE, CHICAGO, IL",Woodlawn,5800,,S,COTTAGE GROVE,AVE,81,10/18/2010,U OF C PARKING LOT                  STRONG FUMES COMING FROM FACILITY. NO FUMES DETECTED. SPOKE WITH ENGINEER EMERGENCE GENERATOR NO LONGER IN USE.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012,,,
DOECOMP6798,Air Pollution Work Order,"1750 N CRILLY CT, CHICAGO, IL",Depaul,1750,,N,CRILLY,CT,135,09/22/2010,RESIDENTIAL BLDG.                   OWNER OUTSIDE DURING WORK ON WOOD FURNITURE CAUSING DUST ALL OVER THE AREA. NO ACTIVITY AT THE TIME OF INSPECTION.,MORE INFORMATION MAY BE AVAILABLE IN THE CDPH ENVIRONMENTAL INSPECTIONS DATASET,HISTORIC DEPT. OF ENVIRONMENT,01/01/2012,,,
